end	Gene	start	(bp)	Strand	Gene
ENSG00000206866	176929985	176930090	2	-1	snRNA
ENSG00000206762	205595041	205595147	1	1	snRNA
ENSG00000239099	66919762	66919823	11	1	snRNA
ENSG00000252644	91091077	91091138	14	1	snRNA
ENSG00000251880	37327135	37327196	5	1	snRNA
ENSG00000206996	13044350	13044456	8	1	snRNA
ENSG00000206635	151629324	151629430	1	1	snRNA
ENSG00000238808	69110513	69110574	8	-1	snRNA
ENSG00000201271	72740706	72740869	X	-1	snRNA
ENSG00000201439	25404288	25404428	12	-1	snRNA
ENSG00000206759	66293114	66293220	3	-1	snRNA
ENSG00000222726	20612161	20612338	13	1	snRNA
ENSG00000212314	54263951	54264053	19	-1	snRNA
ENSG00000212489	190165417	190165523	3	-1	snRNA
ENSG00000206944	48169784	48169890	18	-1	snRNA
ENSG00000252237	28319335	28319463	12	-1	snRNA
ENSG00000252467	51902291	51902395	20	1	snRNA
ENSG00000202429	127472234	127472415	2	1	snRNA
ENSG00000199306	197894507	197894613	3	1	snRNA
ENSG00000202237	28703702	28703807	13	-1	snRNA
ENSG00000201153	62298149	62298256	1	-1	snRNA
ENSG00000199381	72881108	72881214	13	-1	snRNA
ENSG00000277546	38556066	38556187	CHR_HSCHR17_7_CTG4	-1	snRNA
ENSG00000274708	54882533	54882639	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	-1	snRNA
ENSG00000200462	87420341	87420447	5	-1	snRNA
ENSG00000252948	26360989	26361092	Y	1	snRNA
ENSG00000252019	54859215	54859330	14	1	snRNA
ENSG00000223245	41871271	41871388	2	1	snRNA
ENSG00000262656	141733992	141734156	CHR_HSCHR7_1_CTG6	1	snRNA
ENSG00000207323	153471466	153471571	3	-1	snRNA
ENSG00000252725	38680006	38680104	9	1	snRNA
ENSG00000223327	80585585	80585773	8	-1	snRNA
ENSG00000207255	35471605	35471708	2	1	snRNA
ENSG00000206983	37870109	37870215	X	1	snRNA
ENSG00000212441	40233923	40234029	9	1	snRNA
ENSG00000222363	29388560	29388683	17	1	snRNA
ENSG00000252353	3093568	3093629	18	1	snRNA
ENSG00000206589	43734179	43734285	15	-1	snRNA
ENSG00000252995	79817349	79817450	15	-1	snRNA
ENSG00000202398	80369426	80369534	13	-1	snRNA
ENSG00000238709	16767844	16767905	X	1	snRNA
ENSG00000252116	67267601	67267726	1	-1	snRNA
ENSG00000201155	101778884	101779048	13	-1	snRNA
ENSG00000238456	46660658	46660760	15	1	snRNA
ENSG00000222560	26012889	26013025	5	1	snRNA
ENSG00000252046	20993474	20993568	6	-1	snRNA
ENSG00000274716	179492076	179492157	5	-1	snRNA
ENSG00000200550	42712740	42712847	2	1	snRNA
ENSG00000199986	180581057	180581163	3	1	snRNA
ENSG00000252053	194533503	194533583	3	-1	snRNA
ENSG00000251934	3714772	3714875	11	-1	snRNA
ENSG00000202070	70075363	70075469	11	1	snRNA
ENSG00000212451	126671522	126671654	8	1	snRNA
ENSG00000200566	15916189	15916303	X	-1	snRNA
ENSG00000252882	43395993	43396091	17	-1	snRNA
ENSG00000207220	113949917	113950082	X	1	snRNA
ENSG00000207097	13047583	13047689	21	1	snRNA
ENSG00000238542	178831371	178831449	2	-1	snRNA
ENSG00000207000	68935873	68935979	9	-1	snRNA
ENSG00000207149	120126974	120127074	1	1	snRNA
ENSG00000206975	56917084	56917190	8	1	snRNA
ENSG00000207295	38884560	38884666	2	-1	snRNA
ENSG00000206695	125900951	125901054	8	1	snRNA
ENSG00000252101	75286712	75286800	16	-1	snRNA
ENSG00000263869	32301118	32301224	CHR_HSCHR6_MHC_COX_CTG1	1	snRNA
ENSG00000200571	136430084	136430183	3	-1	snRNA
ENSG00000270722	145465617	145465780	1	-1	snRNA
ENSG00000252984	57405074	57405175	15	-1	snRNA
ENSG00000252363	8511125	8511188	17	1	snRNA
ENSG00000252990	39620345	39620464	6	-1	snRNA
ENSG00000263474	31161534	31161633	CHR_HSCHR6_MHC_MCF_CTG1	1	snRNA
ENSG00000252603	41722043	41722131	22	-1	snRNA
ENSG00000275219	43296425	43296615	17	-1	snRNA
ENSG00000201119	145463238	145463399	6	-1	snRNA
ENSG00000252421	31802958	31803090	12	-1	snRNA
ENSG00000238493	55456106	55456204	2	-1	snRNA
ENSG00000252599	44154789	44154895	2	-1	snRNA
ENSG00000252750	112634719	112634784	1	-1	snRNA
ENSG00000212561	44066624	44066731	5	-1	snRNA
ENSG00000200070	59212648	59212788	15	-1	snRNA
ENSG00000222629	125890566	125890678	10	-1	snRNA
ENSG00000252223	130109204	130109310	2	-1	snRNA
ENSG00000251821	127891991	127892082	4	1	snRNA
ENSG00000206899	97721716	97721822	12	1	snRNA
ENSG00000221038	31563768	31563894	17	-1	snRNA
ENSG00000207065	81334303	81334418	4	1	snRNA
ENSG00000222932	101796410	101796502	12	-1	snRNA
ENSG00000202249	101466705	101466820	12	1	snRNA
ENSG00000199827	175029769	175029877	2	1	snRNA
ENSG00000252239	13297705	13297811	CHR_HSCHR1_2_CTG3	-1	snRNA
ENSG00000206981	31497577	31497683	1	-1	snRNA
ENSG00000207135	27335501	27335607	10	-1	snRNA
ENSG00000200789	84003332	84003479	10	1	snRNA
ENSG00000207019	31345362	31345467	18	-1	snRNA
ENSG00000201458	172796429	172796558	3	-1	snRNA
ENSG00000252574	109184934	109185001	10	-1	snRNA
ENSG00000275168	54868924	54869030	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1	-1	snRNA
ENSG00000199347	11908152	11908271	1	1	snRNA
ENSG00000201550	131092821	131092927	3	-1	snRNA
ENSG00000251981	62383104	62383166	17	1	snRNA
ENSG00000264229	121530881	121531007	2	1	snRNA
ENSG00000252776	122449210	122449331	11	1	snRNA
ENSG00000207113	88612805	88612911	11	-1	snRNA
ENSG00000200796	38396659	38396765	1	1	snRNA
ENSG00000252998	2098167	2098269	10	1	snRNA
ENSG00000251939	46121615	46121721	18	-1	snRNA
ENSG00000212156	2199387	2199488	10	1	snRNA
ENSG00000206685	47087506	47087612	X	1	snRNA
ENSG00000202024	101325404	101325510	X	1	snRNA
ENSG00000207201	24076997	24077158	8	-1	snRNA
ENSG00000278234	150241777	150241860	3	1	snRNA
ENSG00000212230	243081156	243081259	1	-1	snRNA
ENSG00000252779	171856566	171856670	2	-1	snRNA
ENSG00000251961	170891467	170891597	4	1	snRNA
ENSG00000278515	36405198	36405304	CHR_HSCHR17_7_CTG4	-1	snRNA
ENSG00000206938	156872078	156872218	7	1	snRNA
ENSG00000207060	51055353	51055459	5	-1	snRNA
ENSG00000252118	12456483	12456631	10	1	snRNA
ENSG00000207170	18583367	18583468	2	-1	snRNA
ENSG00000206674	40299478	40299584	19	-1	snRNA
ENSG00000201341	49945336	49945442	X	-1	snRNA
ENSG00000200269	48106081	48106188	4	-1	snRNA
ENSG00000251727	93843764	93843862	3	1	snRNA
ENSG00000207007	70852130	70852240	4	1	snRNA
ENSG00000201922	103159960	103160124	3	1	snRNA
ENSG00000206842	22787393	22787499	10	1	snRNA
ENSG00000222607	123262843	123262949	8	1	snRNA
ENSG00000202491	200008505	200008607	1	-1	snRNA
ENSG00000222652	76092834	76092940	6	1	snRNA
ENSG00000201292	166209403	166209506	6	1	snRNA
ENSG00000201392	71965972	71966074	X	-1	snRNA
ENSG00000200903	48949361	48949520	17	-1	snRNA
ENSG00000212332	86488446	86488549	10	1	snRNA
ENSG00000199512	59341314	59341417	15	-1	snRNA
ENSG00000252174	196072819	196072880	3	1	snRNA
ENSG00000274452	43290291	43290481	17	-1	snRNA
ENSG00000212359	120810469	120810569	4	1	snRNA
ENSG00000275538	120850819	120850985	1	-1	snRNA
ENSG00000252184	62118300	62118510	3	-1	snRNA
ENSG00000201186	119367562	119367646	4	1	snRNA
ENSG00000207472	182982212	182982318	1	-1	snRNA
ENSG00000202051	147827279	147827384	X	1	snRNA
ENSG00000222727	186026456	186026586	4	-1	snRNA
ENSG00000221583	10222036	10222161	6	1	snRNA
ENSG00000252339	71563430	71563528	16	-1	snRNA
ENSG00000207162	64671263	64671369	15	1	snRNA
ENSG00000238782	229606238	229606299	2	1	snRNA
ENSG00000252480	39768341	39768444	7	1	snRNA
ENSG00000252858	76139567	76139671	12	1	snRNA
ENSG00000212184	201927439	201927543	2	1	snRNA
ENSG00000222924	138069355	138069458	5	-1	snRNA
ENSG00000271923	87998229	87998335	9	-1	snRNA
ENSG00000207298	99025234	99025345	13	1	snRNA
ENSG00000207153	60985061	60985167	11	-1	snRNA
ENSG00000251754	245043928	245044032	1	1	snRNA
ENSG00000252749	63736444	63736505	14	1	snRNA
ENSG00000199921	76753135	76753240	1	1	snRNA
ENSG00000252628	44307088	44307172	17	1	snRNA
ENSG00000206997	96210121	96210227	5	-1	snRNA
ENSG00000202478	63783801	63783904	13	1	snRNA
ENSG00000251919	72621766	72621827	11	1	snRNA
ENSG00000202167	143652050	143652215	1	-1	snRNA
ENSG00000251773	86235321	86235424	3	1	snRNA
ENSG00000201179	105332790	105332896	7	1	snRNA
ENSG00000200560	63573242	63573345	17	-1	snRNA
ENSG00000199859	157201562	157201668	4	-1	snRNA
ENSG00000238788	127017421	127017482	2	1	snRNA
ENSG00000207355	24974171	24974280	20	1	snRNA
ENSG00000202433	70459464	70459570	13	1	snRNA
ENSG00000262704	22205192	22205332	CHR_HSCHR21_2_CTG1_1	1	snRNA
ENSG00000206852	41298163	41298265	8	1	snRNA
ENSG00000251819	100551820	100551922	15	-1	snRNA
ENSG00000200637	6017723	6017839	18	-1	snRNA
ENSG00000252212	59129276	59129458	17	-1	snRNA
ENSG00000271739	120005976	120006101	7	-1	snRNA
ENSG00000252980	44071087	44071186	3	1	snRNA
ENSG00000222287	30701337	30701435	16	-1	snRNA
ENSG00000223197	155089439	155089538	2	-1	snRNA
ENSG00000201170	245133927	245134090	1	-1	snRNA
ENSG00000252104	64397694	64397787	4	-1	snRNA
ENSG00000252413	39723566	39723627	1	-1	snRNA
ENSG00000199697	62683905	62684010	17	1	snRNA
ENSG00000252991	1001858	1001963	9	-1	snRNA
ENSG00000252507	54850289	54850352	2	1	snRNA
ENSG00000252026	68284223	68284318	16	-1	snRNA
ENSG00000207257	32284152	32284258	15	1	snRNA
ENSG00000252898	173446603	173446704	4	-1	snRNA
ENSG00000238898	77920098	77920258	17	1	snRNA
ENSG00000252681	23740942	23741105	Y	-1	snRNA
ENSG00000202240	57284602	57284708	18	-1	snRNA
ENSG00000222844	125277552	125277657	11	1	snRNA
ENSG00000202300	203318996	203319099	1	-1	snRNA
ENSG00000252707	12036496	12036637	17	-1	snRNA
ENSG00000207058	70703018	70703123	4	-1	snRNA
ENSG00000207483	28667919	28668025	10	1	snRNA
ENSG00000207202	10582817	10582919	X	1	snRNA
ENSG00000206599	49764524	49764630	19	-1	snRNA
ENSG00000207182	146580048	146580210	4	1	snRNA
ENSG00000201050	164787290	164787396	4	1	snRNA
ENSG00000201033	27513871	27514032	3	1	snRNA
ENSG00000275174	21428879	21428985	15	-1	snRNA
ENSG00000201623	33888056	33888162	5	-1	snRNA
ENSG00000252764	100683488	100683574	8	1	snRNA
ENSG00000206587	67895631	67895737	11	1	snRNA
ENSG00000202074	147495438	147495540	2	-1	snRNA
ENSG00000277927	156089	156195	KI270727.1	-1	snRNA
ENSG00000252804	43408307	43408412	2	1	snRNA
ENSG00000199784	56274530	56274636	15	-1	snRNA
ENSG00000212387	186501109	186501215	4	1	snRNA
ENSG00000200101	59647621	59647723	2	1	snRNA
ENSG00000265920	32310327	32310433	CHR_HSCHR6_MHC_QBL_CTG1	1	snRNA
ENSG00000222795	100831728	100831860	8	-1	snRNA
ENSG00000222624	65415816	65416006	1	1	snRNA
ENSG00000199739	45274359	45274477	14	-1	snRNA
ENSG00000252027	176664676	176664766	2	1	snRNA
ENSG00000201386	112971493	112971599	6	1	snRNA
ENSG00000206980	151747597	151747700	1	-1	snRNA
ENSG00000221601	159318042	159318167	5	1	snRNA
ENSG00000252723	37333857	37333957	9	-1	snRNA
ENSG00000221806	18611047	18611167	20	-1	snRNA
ENSG00000199251	207680533	207680639	2	-1	snRNA
ENSG00000207459	134634839	134634945	5	-1	snRNA
ENSG00000206678	137105352	137105458	8	1	snRNA
ENSG00000238719	97913054	97913117	2	-1	snRNA
ENSG00000212358	17071398	17071505	12	-1	snRNA
ENSG00000238370	589530	589589	12	-1	snRNA
ENSG00000253087	134780527	134780627	3	-1	snRNA
ENSG00000270384	145431527	145431693	1	-1	snRNA
ENSG00000266689	32510948	32511094	CHR_HSCHR6_MHC_QBL_CTG1	-1	snRNA
ENSG00000252533	139221758	139221837	5	1	snRNA
ENSG00000199272	6454962	6455068	18	1	snRNA
ENSG00000273990	144523860	144524021	CHR_HSCHR1_4_CTG31	-1	snRNA
ENSG00000212564	15614283	15614389	21	1	snRNA
ENSG00000207336	74725099	74725204	5	-1	snRNA
ENSG00000252810	101915589	101915695	X	1	snRNA
ENSG00000223001	89063500	89063690	6	-1	snRNA
ENSG00000212429	80749561	80749693	8	-1	snRNA
ENSG00000252483	20894532	20894638	17	-1	snRNA
ENSG00000200156	65304677	65304792	15	1	snRNA
ENSG00000278188	16141767	16141872	22	1	snRNA
ENSG00000275268	140451148	140451208	X	1	snRNA
ENSG00000251753	90781766	90781869	13	-1	snRNA
ENSG00000252710	48307927	48308030	8	-1	snRNA
ENSG00000252743	31756951	31757053	6	-1	snRNA
ENSG00000275671	54868948	54869054	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	-1	snRNA
ENSG00000283313	70848136	70848218	4	-1	snRNA
ENSG00000277084	43387226	43387417	17	-1	snRNA
ENSG00000238447	57685529	57685592	17	-1	snRNA
ENSG00000252113	67858818	67858871	10	-1	snRNA
ENSG00000252922	41122907	41123012	11	-1	snRNA
ENSG00000265921	31075504	31075603	CHR_HSCHR6_MHC_COX_CTG1	1	snRNA
ENSG00000252469	103550345	103550406	14	1	snRNA
ENSG00000277610	120942600	120942763	1	1	snRNA
ENSG00000283432	135315418	135315522	4	-1	snRNA
ENSG00000200522	110722250	110722348	6	-1	snRNA
ENSG00000251718	11561194	11561306	2	1	snRNA
ENSG00000201801	11909808	11909927	1	-1	snRNA
ENSG00000222282	37885023	37885117	1	1	snRNA
ENSG00000212605	71020275	71020438	X	-1	snRNA
ENSG00000207046	37434469	37434573	14	-1	snRNA
ENSG00000207492	40554161	40554267	12	-1	snRNA
ENSG00000252625	25928979	25929142	Y	1	snRNA
ENSG00000207167	19012157	19012263	16	1	snRNA
ENSG00000251783	42605158	42605263	10	1	snRNA
ENSG00000201184	103567405	103567545	14	1	snRNA
ENSG00000195024	21381363	21381506	7	1	snRNA
ENSG00000238558	132963732	132963793	9	1	snRNA
ENSG00000200366	93977029	93977135	3	1	snRNA
ENSG00000201390	21661635	21661741	10	-1	snRNA
ENSG00000207010	12289227	12289329	12	-1	snRNA
ENSG00000238632	25598564	25598625	4	-1	snRNA
ENSG00000223225	118606450	118606553	4	1	snRNA
ENSG00000206918	57512450	57512555	3	1	snRNA
ENSG00000222821	36402721	36402859	1	-1	snRNA
ENSG00000276052	189709539	189709714	CHR_HSCHR4_3_CTG12	-1	snRNA
ENSG00000238913	73828012	73828073	5	-1	snRNA
ENSG00000239194	67390691	67390850	16	-1	snRNA
ENSG00000199634	158395394	158395534	4	1	snRNA
ENSG00000201367	15314920	15315026	6	1	snRNA
ENSG00000238529	42863200	42863306	9	1	snRNA
ENSG00000278625	51009	51114	KI270744.1	-1	snRNA
ENSG00000251868	72821933	72821992	16	-1	snRNA
ENSG00000276103	150608507	150608623	1	-1	snRNA
ENSG00000206618	6207163	6207269	17	1	snRNA
ENSG00000200917	105406997	105407092	4	1	snRNA
ENSG00000274706	198071311	198071417	CHR_HSCHR3_9_CTG3	-1	snRNA
ENSG00000223024	18869185	18869291	13	-1	snRNA
ENSG00000200389	141902924	141903030	3	-1	snRNA
ENSG00000253070	35231331	35231394	10	-1	snRNA
ENSG00000200645	14759188	14759294	18	1	snRNA
ENSG00000251788	64228560	64228675	12	-1	snRNA
ENSG00000252928	30281765	30281869	13	1	snRNA
ENSG00000207307	76532222	76532327	4	-1	snRNA
ENSG00000206827	22647582	22647688	18	1	snRNA
ENSG00000275616	43239921	43240111	17	-1	snRNA
ENSG00000252688	133333829	133333930	2	1	snRNA
ENSG00000277344	16534081	16534224	1	-1	snRNA
ENSG00000199246	153681447	153681553	6	1	snRNA
ENSG00000202468	60163567	60163707	18	1	snRNA
ENSG00000200446	35930158	35930264	7	-1	snRNA
ENSG00000199514	38303773	38303879	3	-1	snRNA
ENSG00000200184	192729555	192729716	3	-1	snRNA
ENSG00000222122	115032427	115032533	X	1	snRNA
ENSG00000252224	33174170	33174295	9	1	snRNA
ENSG00000239190	133238335	133238438	12	-1	snRNA
ENSG00000277567	54868910	54869016	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	-1	snRNA
ENSG00000263937	28916461	28916560	CHR_HSCHR6_MHC_COX_CTG1	1	snRNA
ENSG00000238704	42440198	42440259	17	-1	snRNA
ENSG00000200902	163288995	163289096	2	1	snRNA
ENSG00000206590	89714232	89714338	15	1	snRNA
ENSG00000207440	31142939	31143048	14	1	snRNA
ENSG00000200471	54621025	54621131	7	1	snRNA
ENSG00000207095	27693731	27693835	1	1	snRNA
ENSG00000206601	108652150	108652256	4	1	snRNA
ENSG00000201761	22434391	22434497	8	1	snRNA
ENSG00000238382	232700204	232700308	1	1	snRNA
ENSG00000252608	81106533	81106639	16	-1	snRNA
ENSG00000283256	31366288	31366366	12	1	snRNA
ENSG00000206896	42174279	42174385	X	-1	snRNA
ENSG00000207156	146996607	146996713	3	-1	snRNA
ENSG00000206604	142145454	142145555	3	1	snRNA
ENSG00000206791	148014417	148014583	1	-1	snRNA
ENSG00000238452	48494234	48494309	20	-1	snRNA
ENSG00000194297	119331397	119331525	1	-1	snRNA
ENSG00000207347	21564471	21564577	10	-1	snRNA
ENSG00000264259	32505701	32505847	CHR_HSCHR6_MHC_COX_CTG1	-1	snRNA
ENSG00000252770	68911921	68911982	12	1	snRNA
ENSG00000207012	72047873	72047951	11	-1	snRNA
ENSG00000252156	75768059	75768158	6	-1	snRNA
ENSG00000206596	34546714	34546877	14	1	snRNA
ENSG00000238406	128543916	128543977	9	1	snRNA
ENSG00000273501	27382801	27382907	CHR_HSCHR10_1_CTG1	-1	snRNA
ENSG00000202125	142420205	142420369	3	-1	snRNA
ENSG00000201198	57415296	57415403	12	1	snRNA
ENSG00000252288	44973558	44973661	15	1	snRNA
ENSG00000201021	43405473	43405578	20	1	snRNA
ENSG00000199301	71666091	71666197	16	1	snRNA
ENSG00000275205	3047202	3047364	CHR_HSCHR11_1_CTG7	-1	snRNA
ENSG00000206746	62731226	62731332	18	-1	snRNA
ENSG00000202423	78882447	78882552	2	1	snRNA
ENSG00000274607	38755279	38755400	17	-1	snRNA
ENSG00000206652	16514122	16514285	1	-1	snRNA
ENSG00000207412	31686692	31686798	14	-1	snRNA
ENSG00000212555	17903762	17903861	20	1	snRNA
ENSG00000207296	38797002	38797109	19	-1	snRNA
ENSG00000223247	73110992	73111182	3	1	snRNA
ENSG00000252105	143791542	143791687	1	-1	snRNA
ENSG00000199506	95792529	95792635	12	-1	snRNA
ENSG00000252979	53766534	53766632	19	-1	snRNA
ENSG00000252578	23163953	23164053	1	1	snRNA
ENSG00000252311	85781775	85781899	16	-1	snRNA
ENSG00000253099	111383092	111383219	11	1	snRNA
ENSG00000252125	107133071	107133170	6	1	snRNA
ENSG00000238904	118758211	118758274	5	1	snRNA
ENSG00000200869	6873899	6874005	16	1	snRNA
ENSG00000212496	50256238	50256344	12	-1	snRNA
ENSG00000239119	73593940	73594002	3	-1	snRNA
ENSG00000252501	233448626	233448781	1	-1	snRNA
ENSG00000207204	98794718	98794824	7	-1	snRNA
ENSG00000252275	188716665	188716725	4	-1	snRNA
ENSG00000251916	32549940	32550090	6	-1	snRNA
ENSG00000207333	75709495	75709599	5	-1	snRNA
ENSG00000207026	33923374	33923480	12	-1	snRNA
ENSG00000252558	98192205	98192313	8	-1	snRNA
ENSG00000202026	31713753	31713853	17	1	snRNA
ENSG00000252606	43996322	43996420	21	-1	snRNA
ENSG00000277986	231711525	231711647	2	1	snRNA
ENSG00000283262	88367793	88367862	2	-1	snRNA
ENSG00000223336	46374401	46374590	13	-1	snRNA
ENSG00000222627	128075073	128075249	3	-1	snRNA
ENSG00000201433	183675603	183675715	4	-1	snRNA
ENSG00000222490	90184634	90184733	3	1	snRNA
ENSG00000206718	155330421	155330527	2	1	snRNA
ENSG00000223330	56402070	56402173	7	-1	snRNA
ENSG00000222465	70188571	70188750	9	-1	snRNA
ENSG00000206926	15433110	15433216	3	-1	snRNA
ENSG00000206703	158794590	158794696	4	-1	snRNA
ENSG00000201609	19510593	19510733	1	1	snRNA
ENSG00000265059	32549943	32550090	CHR_HSCHR6_MHC_MANN_CTG1	-1	snRNA
ENSG00000201065	102755064	102755170	3	-1	snRNA
ENSG00000222344	229894346	229894453	2	1	snRNA
ENSG00000239081	24400056	24400117	16	-1	snRNA
ENSG00000222750	19498610	19498747	16	1	snRNA
ENSG00000206709	73339094	73339200	7	-1	snRNA
ENSG00000206583	85509938	85510044	11	1	snRNA
ENSG00000206684	172366540	172366646	1	1	snRNA
ENSG00000251906	104974672	104974771	4	1	snRNA
ENSG00000206631	94155639	94155745	10	-1	snRNA
ENSG00000252881	104780288	104780389	5	-1	snRNA
ENSG00000206848	42664162	42664268	6	1	snRNA
ENSG00000277248	10736171	10736283	22	-1	snRNA
ENSG00000207343	20416797	20416899	22	-1	snRNA
ENSG00000251807	41919254	41919349	X	-1	snRNA
ENSG00000207029	102591524	102591630	10	1	snRNA
ENSG00000201183	148402715	148402875	1	1	snRNA
ENSG00000200444	83824863	83824953	15	-1	snRNA
ENSG00000202538	120291763	120291903	12	-1	snRNA
ENSG00000207524	88684848	88684954	4	-1	snRNA
ENSG00000252475	44962830	44962933	15	1	snRNA
ENSG00000212599	59369051	59369151	12	-1	snRNA
ENSG00000201616	3048359	3048521	11	-1	snRNA
ENSG00000264704	32518027	32518174	CHR_HSCHR6_MHC_SSTO_CTG1	-1	snRNA
ENSG00000207289	21307749	21307855	15	1	snRNA
ENSG00000201294	3360036	3360142	20	1	snRNA
ENSG00000222426	34282528	34282670	9	-1	snRNA
ENSG00000274978	28648600	28648733	1	1	snRNA
ENSG00000252186	6709452	6709552	12	1	snRNA
ENSG00000252183	121192797	121192903	4	-1	snRNA
ENSG00000252562	23613661	23613759	3	-1	snRNA
ENSG00000252185	126755316	126755417	5	-1	snRNA
ENSG00000200224	56945730	56945836	6	1	snRNA
ENSG00000223287	13968489	13968595	21	-1	snRNA
ENSG00000200086	55014418	55014521	2	-1	snRNA
ENSG00000200197	123763927	123764089	11	1	snRNA
ENSG00000212147	105045562	105045668	6	-1	snRNA
ENSG00000222477	65147584	65147778	11	1	snRNA
ENSG00000221564	64939023	64939117	12	1	snRNA
ENSG00000202103	85993021	85993159	6	-1	snRNA
ENSG00000200183	50656973	50657078	12	1	snRNA
ENSG00000200254	42569033	42569139	1	1	snRNA
ENSG00000201709	65229861	65229967	15	1	snRNA
ENSG00000201825	47234442	47234548	18	-1	snRNA
ENSG00000206818	79912104	79912208	7	-1	snRNA
ENSG00000199325	66614964	66615090	11	-1	snRNA
ENSG00000207104	54343546	54343652	X	1	snRNA
ENSG00000222760	36267783	36267922	9	1	snRNA
ENSG00000207422	151615773	151615879	6	-1	snRNA
ENSG00000207505	186771841	186771947	3	-1	snRNA
ENSG00000206936	49082028	49082165	X	1	snRNA
ENSG00000212344	128141875	128141977	3	-1	snRNA
ENSG00000201308	135656477	135656579	2	-1	snRNA
ENSG00000200213	36066545	36066652	21	1	snRNA
ENSG00000252005	73883714	73883822	1	1	snRNA
ENSG00000199601	75202703	75202809	X	1	snRNA
ENSG00000206954	48088678	48088784	17	-1	snRNA
ENSG00000251956	131602790	131602896	2	1	snRNA
ENSG00000201806	97664591	97664731	2	-1	snRNA
ENSG00000207178	182873841	182873947	2	1	snRNA
ENSG00000252935	78398515	78398622	8	-1	snRNA
ENSG00000222592	39399149	39399248	4	1	snRNA
ENSG00000253038	39034007	39034110	18	1	snRNA
ENSG00000202205	29445300	29445400	17	-1	snRNA
ENSG00000222431	20452369	20452473	6	-1	snRNA
ENSG00000206732	24676309	24676415	2	1	snRNA
ENSG00000238551	64380194	64380300	9	1	snRNA
ENSG00000252155	7378672	7378779	Y	1	snRNA
ENSG00000207114	171504245	171504351	3	-1	snRNA
ENSG00000275987	30437	30580	KI270713.1	-1	snRNA
ENSG00000252348	101615826	101615928	3	1	snRNA
ENSG00000239078	9072455	9072516	8	-1	snRNA
ENSG00000206616	23777437	23777543	15	-1	snRNA
ENSG00000201813	195670372	195670474	2	-1	snRNA
ENSG00000201028	111650431	111650537	1	-1	snRNA
ENSG00000238842	80068691	80068757	12	-1	snRNA
ENSG00000207367	48776965	48777071	X	-1	snRNA
ENSG00000199903	51037499	51037602	12	1	snRNA
ENSG00000201436	16941843	16941951	5	-1	snRNA
ENSG00000252371	238325687	238325788	1	-1	snRNA
ENSG00000202490	63618043	63618144	14	1	snRNA
ENSG00000200176	86889569	86889733	10	1	snRNA
ENSG00000199767	25517119	25517225	13	1	snRNA
ENSG00000207266	27998295	27998401	16	-1	snRNA
ENSG00000206863	24124170	24124285	18	-1	snRNA
ENSG00000252857	55685977	55686081	7	1	snRNA
ENSG00000252619	42417497	42417593	21	-1	snRNA
ENSG00000223156	16476003	16476164	10	1	snRNA
ENSG00000212623	80900757	80900864	X	1	snRNA
ENSG00000207023	73464073	73464177	6	1	snRNA
ENSG00000199326	88226729	88226829	4	1	snRNA
ENSG00000206708	39025987	39026093	3	1	snRNA
ENSG00000263701	31413150	31413256	CHR_HSCHR6_MHC_MANN_CTG1	1	snRNA
ENSG00000212510	136773999	136774105	X	1	snRNA
ENSG00000223107	60912765	60912927	10	-1	snRNA
ENSG00000201699	149162783	149162944	1	-1	snRNA
ENSG00000212226	89130852	89130953	4	1	snRNA
ENSG00000238554	36639545	36639672	6	-1	snRNA
ENSG00000200097	35250959	35251052	10	-1	snRNA
ENSG00000252593	102533241	102533339	8	-1	snRNA
ENSG00000210839	73026748	73026873	4	1	snRNA
ENSG00000262922	162477891	162477993	CHR_HSCHR5_1_CTG5	1	snRNA
ENSG00000265074	32672452	32672615	CHR_HSCHR6_MHC_MANN_CTG1	-1	snRNA
ENSG00000239168	148991572	148991633	4	-1	snRNA
ENSG00000207208	101803227	101803331	14	1	snRNA
ENSG00000274585	43233787	43233977	17	-1	snRNA
ENSG00000264185	31360589	31360695	CHR_HSCHR6_MHC_COX_CTG1	1	snRNA
ENSG00000212379	58378052	58378148	16	-1	snRNA
ENSG00000200728	96112747	96112851	10	1	snRNA
ENSG00000252282	245023015	245023118	1	1	snRNA
ENSG00000238669	53138545	53138651	12	-1	snRNA
ENSG00000266435	32419522	32419628	CHR_HSCHR6_MHC_APD_CTG1	1	snRNA
ENSG00000199568	65296051	65296166	15	1	snRNA
ENSG00000200204	3086143	3086300	16	1	snRNA
ENSG00000283136	43023549	43023637	1	-1	snRNA
ENSG00000201598	58805268	58805374	18	1	snRNA
ENSG00000199765	31595565	31595669	5	-1	snRNA
ENSG00000281822	72577040	72577203	CHR_HG126_PATCH	1	snRNA
ENSG00000251973	130497743	130497849	2	-1	snRNA
ENSG00000252508	92059844	92059969	13	1	snRNA
ENSG00000210841	57619447	57619572	3	1	snRNA
ENSG00000252135	148385829	148385963	1	-1	snRNA
ENSG00000199963	38926870	38926977	1	1	snRNA
ENSG00000201815	9371090	9371195	8	-1	snRNA
ENSG00000212597	128993237	128993340	11	-1	snRNA
ENSG00000199643	91270727	91270867	5	1	snRNA
